id,organization_id,name,alternate_name,description,transportation,latitude,longitude
363,9.97E+14,"1701 14th Street NW Washington, DC 20009",,,,38.9127993,-77.0315736
364,7.86E+14,"305 E Street, NW Washington, DC 20001",,,,38.8963228,-77.0155925
365,8.65E+14,"2307 Martin Luther King Jr Avenue SE Washington, DC 20020",,,,38.8633444,-76.9915438
366,0,Malcolm X Opportunity Center,,,,38.8448695,-76.9871775
367,0,"3020 14th Street NW Washington, DC, 20009, US",,,,,
368,8.90E+14,"1234 Massachuettes Avenue NW Washington, DC 20005",,,,,
369,1.14E+15,Pine Ridge Community Center,,,,38.9982431,-77.0001042
370,9.20E+14,Sacramento Neighborhood Center,,,,38.7210454,-77.1265692
371,6.13E+14,Mazique at Tyler,,,,38.9063037,-77.0095301
372,1.06E+15,Friendship Heights Outpatient Center,,,,38.9555205,-77.0834385
373,1.28E+15,Martha's Table at the Maycroft,,,,38.9269851,-77.0349922
374,1.31E+15,Sasha Bruce - Olaiya's Cradle,,,,,
375,8.01E+14,St. Steven Episcopal Church,,,,38.9334824,-77.0357195
376,9.20E+14,Early Learning Center,,,,38.7642237,-77.0800219
377,9.99E+14,Nourish Now,,,,39.0932336,-77.1357204
378,1.14E+15,Baltimore Welcome Center,,,,39.2946204,-76.5855305
379,5.59E+14,"441 4th Street NW Washington, DC 20001",,,,38.8954713,-77.0156037
380,1.14E+15,Rockville Welcome Center,,,,39.0981633,-77.1320616
381,1.19E+15,"2041 Martin Luther King Jr., Avenue, SE Suites: 200, 206, 230, 300, 303, 311, LL3 Washington, DC  20020",,,,,
382,9.20E+14,Community School - M.V. Woods Elementary School,,,,38.742567,-77.1004222
383,1.32E+15,"1876 4th Street NE Washington, DC 20002",,,,38.9150389,-77.0008916
384,1.18E+15,"5101 16th Street NW, Washington DC, 20011",,,,,
385,1.06E+15,Virginia Williams Family Resource Center,,,,38.9230157,-76.9930174
386,9.65E+14, DC Center for Independent Living – SE Satellite,,,,38.8294674,-76.9910825
387,1.09E+15,"601 E Street NW Washington, DC 20004",,,,38.8964301,-77.0205524
388,9.36E+14,Damien Ministries,,,,38.9304233,-76.9739148
389,0,"1660 Columbia Road NW Washington, DC, 20009, US",,,,,
390,1.13E+15,Efforts from Ex-Convicts,,,,38.9079831,-77.0235439
391,0,Manna Market,,,,39.0577748,-76.9696618
392,0,DC 20011,,,,,
393,8.87E+14,"4065 Minnesota Avenue NE Washington, DC 20019",,,,38.8964832,-76.9473145
394,0,"1434 Harvard Street NW Washington, DC 20009",,,,38.9261688,-77.0336203
395,6.09E+14,"425 2nd Street NW Washington, DC 20001",,,,38.8954586,-77.0133543
396,1.27E+15,"500 Indiana Avenue NW Washington, DC 20001",,,,38.8941,-77.018393
397,1.21E+15,"1100 4th Street SW Washington, DC 20024",,,,38.8776018,-77.0173133
398,1.20E+15,,,,,,
399,1.09E+15,Blair House,,,,38.9010406,-76.9970221
400,1.26E+15,"714 G Street, SE WDC 20003 (Adminstrative Office)",,,,38.8815002,-76.9953363
401,9.20E+14,Community School - Walt Whitman Middle School,,,,38.741506,-77.074185
402,1.33E+15,Intake,,,,38.8955274,-76.9484399
403,9.08E+14,Southeast DC Office,,,,38.872858,-76.971339
404,0,"4301 9th Street SE Washington, DC 20032",,,,38.8309819,-76.9895526
405,6.60E+14,"50 Irving Street NW Washington, DC 20422",,,,38.9286058,-77.0105649
406,0,New York Avenue Presbyterian Church,,,,38.8999882,-77.0311238
407,9.07E+14,"6856 Eastern Avenue NW Washington, DC 20012",,,,38.9741106,-77.0137142
408,1.14E+15,Woodbridge Welcome Center,,,,38.6725007,-77.2617529
409,1.18E+15,Seabury - Model Cities Senior Wellness Center,,,,38.9240983,-76.9766825
410,1.14E+15,"1627 K Street NW Washington, DC 20006",,,,38.9029117,-77.0376686
411,0,"3924 Minnesota Avenue NE Washington, DC, 20019, US",,,,,
412,8.27E+14,"5255 Loughboro Road NW Washington, DC 20016",,,,38.9365476,-77.1091966
413,8.63E+14,Early Stages,,,,38.9041874,-77.0138942
414,8.04E+14,Rita Bright Family and Youth Center,,,,38.9221283,-77.0324732
415,1.27E+15,Psychiatric Institute of Washington,,,,38.9439293,-77.0779866
416,0,Barry Farm,,,,38.8592798,-76.9949298
417,1.20E+15,Hope Apartments,,,,38.8373474,-77.0030738
418,5.84E+14,Shabach Ministries,,,,38.9355627,-76.8587826
419,5.48E+14,"645 Pennsylvania Avenue Southeast Washington, DC 20003",,,,38.8845763,-76.9969321
420,1.06E+15,Neurology at Montgomery County Outpatient Center,,,,39.1004309,-77.2104258
421,7.26E+14,Central Union Mailing Address,,,,38.92,-76.99
422,8.05E+14,Mental/Behavior Health Clinic,,,,38.8035133,-76.9827007
423,9.05E+14,"1204 Third Street, NW Washington, D.C. 20001",,,,38.9061005,-77.0155587
424,9.71E+14,JSSA Northern Virginia,,,,38.8672169,-77.2364739
425,1.31E+15,Sasha Bruce - PASSAGES,,,,38.8514669,-76.9648686
426,1.09E+15,Emery Work Bed Program,,,,38.9136032,-77.0073706
427,0,Salvation Army Center,,,,39.186734,-77.262561
428,1.06E+15,Main Hospital,,,,38.9271267,-77.014524
429,8.41E+14,"Mary's Center Headquarters, Adams Morgan, DC",,,,38.9210225,-77.0397601
430,7.28E+14,Far Southeast Family Strengthening Collaborative - Administrative Office,,,,38.8659856,-76.9897776
431,8.41E+14,Mary's Center Pharmacy,,,,38.9392032,-77.0255908
432,6.25E+14,"1618 Monroe Street NW Washington, DC 20010",,,,38.9327313,-77.0373987
433,1.29E+15,Calvary Women's Services,,,,38.8670496,-76.9880002
434,1.09E+15,Manna Food Center Main Office,,,,39.0577748,-76.9696618
435,5.73E+14,27th Facility,Facility Alternate Name:,fesfdrf,fesfsdf,38.9071923,-77.0368707
436,5.94E+14,Final Facility123,Facility Alternate Name:123,Facility Description:1234,Facility Transportation:123,40.7464969,-74.0094471
437,5.48E+14,QA_Facility,Facility Alternate Name:,Facility Alternate Name:,Facility Alternate Name:,39.1077986,-77.1831142
438,5.97E+14,facility from service,facility from service,facility from service,facility from service,40.6642269,-73.9500479
