id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
280,1.2666E+15,,1.26023E+15,,,(202) 547-6175,,,,,
281,1.28497E+15,###############################################################################################################################################################################################################################################################,1.32616E+15,,,202-388-9202,,voice,,,
282,,1.30421E+15,,,,202745,,,,,
283,,,1.21959E+15,,,202) 635-4265,,fax,,,
284,1.12301E+15,1.17601E+15,,,,301-765-5430,,voice,,,
285,6.44199E+14,"13,375,704,087,008,500,000,000,000,000,000,000,000,000,000,000",8.72299E+14,,,(202) 373-0336,,fax,,OIC/DC Training Center,
286,1.26254E+15,,,,,(202) 895-3870,,fax,,,
287,,,,,,(202) 373-0050,,,,,
288,9.06652E+14,"12,877,386,887,077,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.3091E+14,,,(703) 339-5161,,voice,,,
289,1.31839E+15,1.0909E+15,1.141E+15,,, 571.421.2211,,voice,,Front Desk,
290,,1.18607E+15,1.1806E+15,,,2028443000,,voice,,,
291,6.38979E+14,,8.37178E+14,,,(202) 637-7000,,,,,
292,,9.31334E+14,,,,202-829-2773,,voice,,,
293,9.3905E+14,,1.141E+15,,,301.933.4461,,voice,,Membership,
294,,1.0843E+15,,,,202-675-9385,,,,,
295,6.88457E+14,"573,528,188,325,499,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.28641E+15,,,202.724.4208,,voice,,,
296,,9.85013E+14,1.32616E+15,recbSLM4mr0F0tyDd,,202- 644-1406,,voice,,,
297,,5.90149E+14,,reco1eWjzzXOD4A8S,,(202) 830-3512,,voice,,,
298,1.15408E+15,,1.1806E+15,,,(202) 635-9384,,voice,,,
299,,1.22628E+15,,,,(202) 469-4699,,,,,
300,1.32487E+15,1.08743E+15,,,,202-893-6474,,,,,
301,9.84059E+14,"5,925,112,606,133,840,000,000,000,000,000,000,000,000,000,000",9.00456E+14,,,(202) 783-0519,,fax,,Asbury United Methodist Church,
302,1.2299E+15,6.53859E+14,,,,(703) 271-0938,,voice,,,
303,9.8703E+14,"13,115,951,689,312,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.1969E+14,,,703.768.7106,,voice,,,
304,9.52435E+14,8.49003E+14,1.09704E+15,,,202-526-1730,,voice,,,
305,9.50009E+14,"99,025,894,267,423,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.00439E+15,recxqtGjgpPJ4Wgfb,,(301) 585-6556,,voice,,,
306,1.28665E+15,"78,945,656,579,184,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",7.27758E+14,,,(202) 889-1425,,voice,,,
307,,9.58644E+14,,,,202-675-9370,,,,,
308,,"93,346,900,896,638,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.26543E+15,,,1-800-369-2273,,voice,,,
309,7.78459E+14,,,,,202-621-8617,,fax,,,
310,6.25765E+14,1.19151E+15,,,,(202) 588-1375,,voice,,,
311,,6.17081E+14,1.141E+15,recBvp9dRT1Tjjiyr,,240-491-5750,,voice,,,
312,"685,766,591,979,438,000,000,000,000,000","6,571,790,158,844,720,000,000,000,000,000",8.55094E+14,,,301.255.4204,,voice,,,
313,1.00573E+15,,8.62349E+14,,,(202) 292-4431,,,,,
314,8.43095E+14,"8,959,734,681,500,970,000,000,000,000,000",1.24524E+15,,,(202) 544-3863,,fax,,Everyone Home DC Shirley's Place Day Center,
315,"867,077,559,081,285,000,000,000,000,000","1,192,518,431,630,550,000,000,000,000,000",7.06477E+14,,,(202) 889-3660,,voice,,Brighter Day Ministries - both locations,
316,1.29145E+15,,8.03996E+14,,,(202) 645-7111,,,,,
317,,,,,,202.232.7356,,,,,
318,6.59629E+14,,9.22709E+14,,,(202) 442-5955,,,,,
319,1.32112E+15,,9.7056E+14,,,(703) 204-9100,,voice,,,
320,1.21301E+15,,1.23077E+15,,,(202) 626-0710,,,,,
321,,6.26862E+14,,recmuGV0G9zgdvGcV,,202-830-3578,,,,,
322,,,8.55803E+14,,,202-882-9343,,fax,,,
323,8.56126E+14,,,,,301-294-0897,,fax,,,
324,1.16684E+15,,1.16592E+15,,,(202) 387-2222,,,,,
325,,1.31443E+15,,,,(866) 724-1805,,,,,
326,5.72381E+14,"783,798,317,190,015,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",5.77764E+14,,,202.355.5155,,voice,,,
327,,7.89912E+14,8.55094E+14,,,301.468.6280,,voice,,,
328,,"12,983,099,495,224,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",7.91951E+14,,,202.658.9599,,voice,,Intake line,
329,9.59373E+14,,6.36427E+14,,,(202) 465-8794,,voice,,Office line,
330,7.64854E+14,"63,370,210,283,758,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",6.82552E+14,rec8MIyotOye1uWWG,,571.748.2674,,voice,,,
331,7.88509E+14,"1,199,983,060,673,410,000,000,000,000,000",,,,(202) 234-4863,,fax,,,
332,6.16653E+14,5.65809E+14,6.41528E+14,,,(202) 678-4300,,voice,,,
333,,,,,,202-448-1455,,,,,
334,,"667,209,917,494,721,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.06172E+15,,,202-476-5980,,voice,,Psychiatry and Behavioral Sciences,
335,5.86004E+14,1.27712E+15,,,,(202) 253-5712,,voice,,Mobile Unit,
336,,9.66657E+14,8.40733E+14,,,(202) 302-6669,,voice,,,
337,9.53407E+14,,1.30069E+15,,,(202) 745-8685,,,,,
338,9.32197E+14,,8.74969E+14,,,(202) 535-1000,,,,,
339,7.43353E+14,"13,148,237,708,347,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.76379E+14,,,(202) 529-2972,,voice,,,
340,,1.20878E+15,9.22709E+14,,,(888) 793-4397,,,,,
341,9.84945E+14,,1.19587E+15,,,202.232.7356,,,,,
342,8.48686E+14,"11,072,435,534,388,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.77367E+14,,,301-735-0121,,voice,,,
343,9.88704E+14,,8.45886E+14,,,(202) 767-0450,,,,,
344,,,1.13198E+15,,,(202) 232-7320,,,,,
345,1.25451E+15,6.65682E+14,,,,(202) 727-2832,,voice,,,
346,8.13926E+14,"1,182,157,958,552,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",5.80772E+14,,,202-387-6755,,voice,,,
347,"7,651,158,194,943,800,000,000,000,000,000","5,719,696,991,287,170,000,000,000,000,000",1.1806E+15,,,(202) 529-8701,,voice,,Ward 5 location,
348,1.08941E+15,,8.01266E+14,,,(202) 686-4850,,,,,
349,1.14033E+15,,1.12031E+15,,,(202) 554-2926,,,,,
350,9.79564E+14,,1.141E+15,,,240.491.5754,,voice,,Membership,
351,1.23585E+15,,,,,202-885-9613,,,,,
352,8.73274E+14,5.96474E+14,8.89846E+14,,,(202) 269-6623,,voice,,Academy of Hope - Northeast Site (Ward 5/Main site),
353,8.73274E+14,5.96474E+14,8.89846E+14,,,(202) 269-6632,,fax,,Academy of Hope - Northeast Site (Ward 5/Main site),
354,5.85101E+14,,1.3232E+15,,,(202) 713-0475,,voice,,,
355,,7.54669E+14,8.40733E+14,,,(202) 851-3278,,voice,,,
356,1.26254E+15,,,,,202-895-3860,,voice,,,
357,8.28472E+14,,1.14622E+15,,,(202) 529-5261,,voice,,,
358,"6,084,978,283,164,450,000,000,000,000,000","11,727,935,800,600,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.64889E+14,,,(202) 470-1534,,textphone,,,
359,1.26401E+15,"11,372,504,541,829,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",,,,(202) 706-7150,,voice,,Main line to Asian Pacific American Legal Resource Center,
360,,,,,,(202) 420-7122,,,,,
361,1.32112E+15,###############################################################################################################################################################################################################################################################,9.7056E+14,,,(703) 896-7918,,voice,,Main line for JSSA in Virginia.,
362,,7.89912E+14,8.55094E+14,,,703.652.1510,,voice,,,
363,1.28266E+15,"825,451,959,778,479,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","7,611,539,306,972,750,000,000,000,000,000",,,202-399-7093,,voice,,,
364,8.33655E+14,1.099E+15,7.95756E+14,,,(703) 444-7009,,voice,,Ayuda VA office,
365,1.16381E+15,,6.36208E+14,,,(202) 806-4564,,,,,
366,7.28146E+14,,8.09193E+14,,,(202) 328-1371,,textphone,,,
367,,7.67586E+14,,,,(202) 469-4699,,,,,
368,8.1882E+14,,1.141E+15,,,240.821.5816,,voice,,Membership,
369,,1.234E+15,1.3232E+15,recNcZ2bg7PrGh0mp,,202-344-7849,,voice,,,
370,,9.15917E+14,,,,(202) 508-0500,,,,,
371,1.1881E+15,,6.06159E+14,,,(202) 550-4547,,,,,
372,,8.34471E+14,8.55094E+14,,,703.537.3071,,,,,
373,,,1.31845E+15,,,202-347-5476,,fax,,,
374,,###############################################################################################################################################################################################################################################################,8.55094E+14,,,301.255.4200,,voice,,,
375,1.29347E+15,1.20367E+15,8.40733E+14,,,844-370-6201,,voice,,,
376,1.11843E+15,,1.19686E+15,,,(202) 667-7001,,,,,
377,,"6,725,391,290,084,080,000,000,000,000,000",,,,(800) 799-7233,,voice,,National Domestic Violence Hotline,
378,8.61097E+14,"88,098,828,578,862,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.25332E+15,,,202.562.5576,,voice,,,
379,,6.37918E+14,1.3232E+15,rec9swbUhRkvidLQO,,(202) 424-8697,,voice,,,
380,1.25451E+15,6.65682E+14,,,,(202) 547-1619,,fax,,,
381,"861,447,627,614,096,000,000,000,000,000","1281204672852064,673534610271949,953777853543160,899463533628469,874272763703793,1332300140733520,771396624281852,1123263717880462,1222426882848143,846445553337660,784403343985076,1070582664052295,615186024715740,1105865058729494,946643663102938,651208869509343,1149122872651888,666406976354887,741770132344686,638393936667053,1157294466052185,968013894798831,633712201049185,1250906881501241","833,556,938,177,872,000,000,000,000,000",,,(202) 232-6100,,,,,
382,,9.93349E+14,1.00655E+15,,,(202) 715-2658,,voice,,,
383,9.48737E+14,6.53859E+14,,,,(202) 889-7702,,voice,,,
384,6.38793E+14,9.28789E+14,8.04221E+14,,,(202) 727-8473,,,,,
385,1.22002E+15,"11,901,834,382,770,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.04325E+15,,,(202) 835-8376,,fax,,,
386,,,1.141E+15,,,571.210.2521,,voice,,Culmore Worker Line,
387,1.19117E+15,"1,182,157,958,552,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",5.80772E+14,,,202-518-0456,,voice,,,
388,6.56132E+14,,6.08022E+14,,,(202) 562-6339,,voice,,Paramount Baptist Church,
389,1.26162E+15,6.05724E+14,1.1806E+15,,,(202) 635-1900,,voice,,,
390,1.11234E+15,5.67632E+14,1.108E+15,,,2026359050,,voice,,,
391,7.73029E+14,,,,,(202) 547-7777,,voice,,Emergency line for Project Safe Place at Sasha Bruce,
392,"9,384,067,359,712,290,000,000,000,000,000,000,000,000,000,000","131,821,823,860,244,000,000,000,000,000,000,000,000,000,000,000",6.40186E+14,,,(202) 462-7275,,voice,,,
393,9.94309E+14,"1,174,068,491,618,790,000,000,000,000,000",1.1507E+15,,,(202) 561-4024,,fax,,Outreach Center,
394,1.15956E+15,"1,088,833,752,301,560,000,000,000,000,000",1.3232E+15,,,(202) 462-5696,,fax,,,
395,9.3905E+14,,1.141E+15,,,240.491.5772,,voice,,Employment,
396,,###############################################################################################################################################################################################################################################################,8.55094E+14,,,703.425.0999,,voice,,,
397,,"858,697,878,378,487,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.55803E+14,,,202-882-4600,,voice,,,
398,,1.22912E+15,,recCKim3qYzZkNKzm,,(202) 830-3516,,voice,,,
399,,9.24435E+14,8.40733E+14,,,(202) 748-2611,,,,DV Support line,
400,"788,509,441,386,056,000,000,000,000,000","1,199,983,060,673,410,000,000,000,000,000",6.44695E+14,,,(202) 234-6855,,voice,,Main Line,
401,1.29801E+15,,1.21306E+15,,,(202) 442-4400,,,,,
402,,1.3426E+15,8.55094E+14,,,(301) 255-4250,,voice,,,
403,1.20192E+15,,6.47276E+14,,,(800) 833-3722,,,,,
404,1.22084E+15,,7.77796E+14,,,(202) 673-7440,,,,,
405,,,1.21115E+15,,,(202) 576-3102,,,,,
406,"8,314,546,232,754,660,000,000,000,000,000",9.40346E+14,7.56001E+14,,,(202) 332-5000,,,,,
407,,1.31683E+15,,,,(202) 508-0500,,,,,
408,5.36496E+14,,1.28641E+15,,,(202) 698-4350,,,,,
409,8.06539E+14,9.46406E+14,9.1969E+14,rec7g4SGF7AUKRZJ5,,703.799.8830,,voice,,,
410,7.9648E+14,,5.62837E+14,,,(202) 367-1119,,voice,,,
411,,"942,712,017,441,428,000,000,000,000,000",7.69894E+14,,,202) 204-5008,,voice,,,
412,"9,317,285,256,538,790,000,000,000,000,000,000,000,000,000,000","940,202,748,401,268,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",,,,(202) 832-6577,,voice,,,
413,1.20701E+15,,8.9161E+14,,,(703) 207-9204,,fax,,,
414,1.23429E+15,,9.9676E+14,,,(202) 678-8877,,,,,
415,9.20572E+14,"63,402,880,903,278,300,000,000,000,000,000,000,000,000,000,000",7.87727E+14,,,(202) 525-3467,,voice,,,
416,,1.17931E+15,8.0111E+14,rec0UqrGES3BaEYup,,(202)503-1524,,voice,,,
417,,"7,307,631,640,862,360,000,000,000,000,000,000,000,000,000,000",1.21959E+15,,,(202) 855-1234,,textphone,,,
418,9.12957E+14,,1.19587E+15,,,202.844.4000,,,,,
419,,1.17865E+15,,,,(202) 888-4834,,,,,
420,,6.3934E+14,,,,(202) 469-4699,,,,,
421,1.09189E+15,1.0909E+15,1.141E+15,,,571.320.1759,,voice,,Membership,
422,"1,209,121,324,412,170,000,000,000,000,000","12,241,044,456,586,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.18737E+15,,,(202) 842-1112,,,,,
423,1.32893E+15,,5.84105E+14,,,(301) 386-9400,,voice,,,
424,8.75108E+14,"11,727,935,800,600,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.64889E+14,,,(202) 280-6899,,voice,,,
425,,1.20741E+15,8.0111E+14,rechruomE12zSV1t8,,202) 503-1521,,voice,,,
426,"12,070,060,408,010,200,000,000,000,000,000",8.13498E+14,8.9161E+14,,,(703) 207-9173,,voice,,,
427,7.6373E+14,"71,304,609,533,147,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.16935E+15,,, (888) 327-8060,,voice,,Toll free,
428,1.04487E+15,"59,940,200,778,012,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.02521E+14,,,(202) 546-1512,,,,,
429,5.4792E+14,"657511678545226,688139575815288,810344496794884,821980999983631,1115196970236426,738209311024775,1100791575997951,1225863118799944,1251743719079225,1083719705858867,607894816484467,882877789489952,615976785591225,900680386991276,1273385977104878,1094845253700469,626403044236059",1.11681E+15,,,202-328-9799,,,,,
430,1.28341E+15,,1.141E+15,,,240.670.4847,,voice,,Membership,
431,8.1884E+14,"1,199,983,060,673,410,000,000,000,000,000",,,,(888) 793-4357,,voice,,Access Line,
432,1.25106E+15,1.27013E+15,9.1969E+14,,,703.765.0909,,voice,,,
433,,,8.40733E+14,,,(202) 420-7005,,,,,
434,1.17933E+15,,1.20095E+15,,,Phone No: (202) 638-0750,,,,,
435,,,,,,202-829-8900,,,,,
436,,9.48956E+14,8.40733E+14,,,(202) 545-2024,,voice,,Energy assistance program,
437,9.01615E+14,,1.27937E+15,,,(202) 292-4401,,,,,
438,6.20133E+14,"63,513,697,552,089,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.22098E+15,,,(202) 574-6000,,voice,,,
439,1.14782E+15,"838,994,053,401,205,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.13878E+15,,,202-234-9404,,voice,,,
440,,,,,,(202) 347-8870,,,,,
441,7.4175E+14,9.90367E+14,8.05168E+14,,,(202) 289-1510,,voice,,,
442,1.16164E+15,,1.32616E+15,,,202-581-0496,,fax,,,
443,1.1668E+15,,7.69894E+14,,,202.610.0066,,voice,,,
444,,"7,751,119,696,750,060,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.10479E+14,,,(202) 232-8150,,voice,,,
445,,5.85408E+14,1.32616E+15,recvlIvV35J4t1Zx5,,202-639-9762,,voice,,,
446,5.79383E+14,,,,,202-289-4595,,fax,,,
447,5.61801E+14,,9.29124E+14,,,(202) 726-0800,,,,,
448,6.02792E+14,1.10992E+15,1.32616E+15,,,202-464-9200,,voice,,,
449,1.10885E+15,"6,725,391,290,084,080,000,000,000,000,000",7.69894E+14,,,202.624.0010,,voice,,,
450,1.26401E+15,"8,300,802,816,304,760,000,000,000,000,000",1.14186E+15,,,(202) 393-3572,22,voice,,,
451,,"872,556,751,746,749,000,000,000,000,000",1.3232E+15,recX2toDOp0HKLNvq,,(202) 695-1278,,voice,,,
452,,8.99139E+14,,,,(301) 984-1742,,voice,,JSSA Premier Homecare,
453,,,1.04377E+15,,,(202) 469-4699,,,,,
454,1.25451E+15,6.65682E+14,,,,(202) 727-2833,,voice,,,
455,8.90234E+14,9.81581E+14,6.17117E+14,,,(202) 829-0420,,,,,
456,1.17011E+15,"942,312,969,809,968,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",8.87352E+14,,,(202) 667-3706,,fax,,Main fax number,
457,"646,558,365,152,210,000,000,000,000,000","8,534,683,451,233,450,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.16844E+15,,,202 - 483 - 5800,,voice,,,
458,1.21804E+15,1.27728E+15,,,,(202) 726-2203,,voice,,,
459,"644,198,517,647,426,000,000,000,000,000","7,658,647,867,717,320,000,000,000,000,000",8.72299E+14,,,(202) 839-3076,,voice,,OIC/DC Headquarters,
460,1.25692E+15,,9.1969E+14,,,7036192800,,voice,,,
461,8.47752E+14,,,,,(301) 297-4050,,fax,,,
462,,"11,661,064,167,396,300,000,000,000,000,000,000,000,000,000,000",1.00762E+15,,,202-526-3685,,voice,,Outreach center,
463,1.34856E+15,"12,955,688,823,485,300,000,000,000,000,000",1.09169E+15,,,(301) 424-1130,,voice,,,
464,9.3675E+14,,1.23593E+15,,,(202) 785-1670,,,,,
465,,8.50061E+14,,recSlNO43MW6cfvIE,,(202) 400-5194,,voice,,,
466,1.15956E+15,"1,088,833,752,301,560,000,000,000,000,000",1.3232E+15,,,(202) 319-2225,,voice,,,
467,1.19965E+15,8.73611E+14,5.7289E+14,,,(703) 379-9195,,fax,,,
468,7.16791E+14,,,,,(202) 396-9330,,,,,
469,8.1882E+14,,1.141E+15,,,(240) 491-5784,,voice,,Employment,
470,,,1.31845E+15,,,202-783-0101,,voice,,Outpatient,
471,1.2879E+15,"11,954,485,831,314,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.09313E+15,,,(202) 434-2120,,voice,,AARP Legal Counsel for the Elderly main line,
472,,,,recbC5uCUJvukSGvU,,202-624-1550,,voice,,,
473,8.76397E+14,6.15519E+14,7.91951E+14,,,202.248.0496,,,,,
474,"646,605,477,191,198,000,000,000,000,000,000,000,000,000,000","124,953,273,172,996,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.3067E+15,,,(202) 675-9340,,,,,
475,7.71897E+14,"10,769,809,138,647,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.23077E+15,,,(202) 626-0700,,voice,,,
476,8.67745E+14,,7.26173E+14,,,202-842-1731,,voice,,,
477,9.59978E+14,5.97026E+14,1.32616E+15,,,202-388-4300,,voice,,,
478,,1.10683E+15,1.06172E+15,,,202.476.5000,,voice,,Hospital operator,
479,5.94961E+14,"1,296,433,586,474,200,000,000,000,000,000",7.61154E+14,reccuMeNSpZ2syPvi,,202-562-3800,,voice,,,
480,1.20552E+15,1.22568E+15,,,,(202) 525-4864,,voice,,,
481,,8.05524E+14,,,,(202) 543-9355,,,,,
482,,1.30098E+15,,,,(202) 733-2741,,,,,
483,6.16405E+14,,1.11828E+15,,,(202) 797-8806 ext 1311,,,,,
484,6.56132E+14,,6.08022E+14,,,(202) 562-3653,,fax,,Paramount Baptist Church,
485,1.10139E+15,"9,276,433,150,072,170,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.16402E+15,,,(202) 645-3200,,voice,,,
486,8.1325E+14,,9.3091E+14,,,(703) 339-5161,,voice,,,
487,8.34887E+14,"13,135,808,389,034,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",6.23503E+14,,,703) 836-1021,,voice,,,
488,"12,730,444,192,774,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","12,416,418,202,481,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1.141E+15,,,(866) 765-2272,,voice,,All centers,
489,,5.85677E+14,,,,(202) 508-0500,,,,,
490,7.70635E+14,"9,568,176,464,772,910,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",6.05135E+14,,,202-803-2340,,voice,,DC Phone,
491,1.05281E+15,"9,209,734,698,317,300,000,000,000,000,000",6.40186E+14,,,(202) 398-7275,,voice,,,
492,,"11,727,935,800,600,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",,,,(202) 470-1534,,,,,
493,1.11678E+15,"7,701,359,662,870,340,000,000,000,000,000,000,000,000,000,000",8.44235E+14,,,(202) 396-1200,,voice,,,
495,8.76206E+14,,6.10643E+14,,,(301) 441-2368,,,,,
496,1.29706E+15,,6.24727E+14,,,(202) 939-2402,,,,,
497,1.01292E+15,6.62642E+14,1.33145E+15,,,(202) 635-5953,,voice,,Anchor Counseling Services,
498,8.78783E+14,,1.1806E+15,,,(202) 362-2587,,fax,,,
499,,5.74349E+14,,,,(202) 508-0500,,,,,
500,,7.68962E+14,1.20425E+15,,,202-397-7300,,,,"East River Family Strengthening Collaborative, Inc. (ERFSC)",
501,1.29531E+15,"9,263,963,126,590,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",9.35708E+14,,,202.526.3020,,voice,,,
502,1.28665E+15,"78,945,656,579,184,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",7.27758E+14,,,(202) 889-2213,,fax,,,
503,"778,459,456,343,468,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","85,379,881,241,441,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",,recUGd1k63xKXonJW,,202-832-9400,,voice,,,
504,1.18294E+15,8.43621E+14,1.33145E+15,,,1-800-217-4273,,voice,,Toll free,
505,1.29502E+15,,,,,(202) 562-6860,,,,,
506,9.84059E+14,"5,925,112,606,133,840,000,000,000,000,000,000,000,000,000,000",9.00456E+14,,,(202) 628-0009,,voice,,Asbury United Methodist Church,
507,"9,478,530,210,410,990,000,000,000,000,000","11,405,708,139,011,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",5.74965E+14,,,(202) 667-7006,,voice,,,
508,1.12887E+15,,1.11945E+15,,,(202) 518-6414,,,,,
509,6.14055E+14,7.24877E+14,,,,(202) 724-7000,,voice,,,
510,"8,369,047,782,710,680,000,000,000,000,000,000,000,000,000,000","1,209,187,247,938,710,000,000,000,000,000,000,000,000,000,000",6.12829E+14,,,(202) 462-3375,,voice,,Mazique Parent Child Resource Center,
511,1.10947E+15,,1.1853E+15,,,(202) 338-3100,,,,,
512,,9.85133E+14,,,,(202) 469-4699,,,,,
513,,1.0909E+15,1.141E+15,,,240.560.2272,,voice,,Citizenship Program,
514,9.31887E+14,"9,785,902,566,835,130,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",7.91951E+14,,,(202) 364-1419,,voice,,,
515,,"7,307,631,640,862,360,000,000,000,000,000,000,000,000,000,000",1.21959E+15,,,(202) 269-2277,,voice,,,
516,9.5592E+14,6.53859E+14,,,,(202) 793-2141,,voice,,,
517,8.18298E+14,6.05447E+14,,,,202-524-4344,,,,,
518,,,6.47477E+14,,,(202) 238- 4600,,,,,
519,,"1,296,730,701,251,440,000,000,000,000,000",8.02521E+14,,,(202) 465-4065,,,,,
520,1.27304E+15,,1.141E+15,,,(410) 732-2694,,voice,,Employment,
521,"595,592,759,444,028,000,000,000,000,000","646,395,612,481,753,000,000,000,000,000",1.1141E+15,,,(202) 882-1237,,voice,"en,es",,
522,,"869,725,690,004,657,000,000,000,000,000",,,,703-896-7551,,voice,,,
523,,9.85013E+14,1.32616E+15,recbSLM4mr0F0tyDd,,301-433-2460,,voice,,,
524,,1.234E+15,1.3232E+15,recZRRY7134z8vYAj,,240-903-0522,,voice,,,
525,1.27284E+15,,5.48126E+14,,,(202) 207-2361,,,,,
526,8.56111E+14,,1.29263E+15,,,(202) 667-9100,,,,,
527,,1.15801E+15,1.3232E+15,recqKW5cJ3qMkDCb1,,(415) 412-3505,,voice,,,
528,,6.36733E+14,1.3232E+15,recsumFWWF6tqz9Fm,,(202) 660-1636,,voice,,,
529,,5.86063E+14,8.40733E+14,,,(202) 846-8053,,,,Maternal Mental Health program,
530,9.655E+14,,1.2007E+15,,,(202) 527-7014,,,,,
531,1.28709E+15,,1.27469E+15,,,(202) 561-3000,,,,,
532,"1,238,893,972,656,140,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","893,345,439,899,253,000,000,000,000,000","8,904,691,143,492,170,000,000,000,000,000",,,202-347-8870,,voice,,,
533,,,,,,202-715-7696,,,,,
534,,7.77482E+14,,,,(800) 666-2229,,,,,
535,,9.20717E+14,1.25664E+15,,,1-202-423-0480,,voice,,,
536,1.28332E+15,,,,,301-765-5469,,,,,
537,5.93421E+14,6.72042E+14,,,,(202) 299-0827,,fax,,,
538,,"610,489,256,524,292,000,000,000,000,000",1.1806E+15,,,202-715-7649,,voice,,,
539,1.20423E+15,9.38871E+14,7.78852E+14,,,1-877-508-6667,,voice,,,
540,8.67189E+14,,1.19587E+15,,,2027350979,,,,,
